,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,min_processo,type_H,type_L,type_M
398,297.8,309.7,1700,31.3,200,No Failure,66.66666666666667,0,0,1
399,297.8,309.8,1798,25.5,203,No Failure,67.66666666666667,0,0,1
400,297.8,309.7,1394,42.9,206,No Failure,103.0,0,1,0
401,297.8,309.7,1341,49.2,208,No Failure,104.0,0,1,0
402,297.6,309.4,1491,40.2,231,No Failure,115.5,0,1,0
403,297.5,309.4,1517,36.7,233,No Failure,116.5,0,1,0
404,297.5,309.3,1525,41.7,235,No Failure,47.0,1,0,0
405,297.5,309.5,1668,27.9,240,No Failure,48.0,1,0,0
406,297.6,309.6,1278,50.4,2,No Failure,0.4,1,0,0
407,297.6,309.6,1330,53.1,7,No Failure,2.3333333333333335,0,0,1
408,297.6,309.6,1530,37.3,10,No Failure,3.3333333333333335,0,0,1
409,297.6,309.6,1428,46.6,13,No Failure,2.6,1,0,0
410,297.7,309.6,1480,47.9,18,No Failure,9.0,0,1,0
411,297.7,309.7,1616,31.1,20,No Failure,4.0,1,0,0
412,297.9,309.8,1336,71.6,31,Power Failure,15.5,0,1,0
413,297.9,309.8,1693,29.9,35,No Failure,11.666666666666666,0,0,1
414,298.1,309.9,1629,32.5,45,No Failure,22.5,0,1,0
415,298.1,310.0,1534,33.7,47,No Failure,23.5,0,1,0
416,298.1,310.0,1553,40.9,49,No Failure,24.5,0,1,0
417,298.1,309.9,1563,32.8,51,No Failure,25.5,0,1,0
418,298.1,309.9,1634,30.0,53,No Failure,26.5,0,1,0
419,298.0,309.9,1445,45.2,55,No Failure,18.333333333333332,0,0,1
420,298.1,309.9,1642,30.4,58,No Failure,29.0,0,1,0
421,298.1,309.9,1686,29.1,60,No Failure,12.0,1,0,0
422,298.1,310.0,1393,43.1,65,No Failure,21.666666666666668,0,0,1
423,298.3,310.0,1507,44.7,73,No Failure,36.5,0,1,0
424,298.3,310.1,1389,49.6,75,No Failure,25.0,0,0,1
425,298.4,310.2,1725,32.0,80,No Failure,26.666666666666668,0,0,1
426,298.3,310.1,1509,37.6,85,No Failure,17.0,1,0,0
427,298.4,310.1,1335,57.8,96,No Failure,32.0,0,0,1
428,298.3,310.1,1523,45.9,99,No Failure,49.5,0,1,0
429,298.3,310.0,1460,47.6,101,No Failure,50.5,0,1,0
430,298.4,310.0,1554,37.3,103,No Failure,51.5,0,1,0
431,298.3,310.0,1419,47.1,105,No Failure,21.0,1,0,0
432,298.3,310.0,1442,43.9,110,No Failure,55.0,0,1,0
433,298.3,309.9,1463,43.9,116,No Failure,58.0,0,1,0
434,298.2,309.7,1585,37.4,118,No Failure,59.0,0,1,0
435,298.0,309.6,1536,37.3,120,No Failure,60.0,0,1,0
436,298.0,309.6,1403,51.3,122,No Failure,61.0,0,1,0
437,297.9,309.5,1390,47.9,127,No Failure,63.5,0,1,0
438,297.8,309.4,1226,58.7,129,No Failure,43.0,0,0,1
439,297.7,309.4,1608,30.2,135,No Failure,27.0,1,0,0
440,297.7,309.4,1392,44.1,140,No Failure,70.0,0,1,0
441,297.7,309.3,1559,36.9,145,No Failure,72.5,0,1,0
442,297.7,309.2,1391,44.5,159,No Failure,79.5,0,1,0
443,297.7,309.2,1365,58.6,170,No Failure,85.0,0,1,0
444,297.7,309.2,1700,27.4,176,No Failure,58.666666666666664,0,0,1
445,297.6,309.0,1427,45.6,179,No Failure,59.666666666666664,0,0,1
446,297.5,308.9,1469,44.0,185,No Failure,92.5,0,1,0
447,297.5,308.9,1729,28.1,189,No Failure,94.5,0,1,0
448,297.5,308.9,1459,48.5,193,No Failure,96.5,0,1,0
449,297.5,308.9,1738,24.0,195,No Failure,97.5,0,1,0
450,297.5,308.9,1471,37.7,197,No Failure,39.4,1,0,0
451,297.6,309.0,1822,25.4,202,No Failure,101.0,0,1,0
452,297.5,308.9,1554,34.8,204,No Failure,102.0,0,1,0
453,297.6,308.9,1449,47.7,209,No Failure,104.5,0,1,0
454,297.8,309.0,1456,41.2,0,No Failure,0.0,0,1,0
455,297.8,309.1,1424,45.5,2,No Failure,0.6666666666666666,0,0,1
456,297.9,309.2,1577,34.7,5,No Failure,1.0,1,0,0
457,297.8,309.2,1372,47.3,15,No Failure,7.5,0,1,0
458,297.8,309.1,1432,42.6,17,No Failure,5.666666666666667,0,0,1
459,297.7,309.0,1656,33.2,20,No Failure,6.666666666666667,0,0,1
460,297.8,309.0,1410,48.8,23,No Failure,4.6,1,0,0
461,297.7,309.0,1538,43.2,30,No Failure,15.0,0,1,0
462,297.7,309.0,1636,29.7,32,No Failure,10.666666666666666,0,0,1
463,297.7,309.0,1504,40.4,35,No Failure,11.666666666666666,0,0,1
464,297.7,309.0,1531,42.4,38,No Failure,12.666666666666666,0,0,1
465,297.6,309.0,1735,26.4,41,No Failure,8.2,1,0,0
466,297.6,309.0,1354,55.6,46,No Failure,9.2,1,0,0
467,297.6,309.0,1413,40.2,51,No Failure,10.2,1,0,0
468,297.7,309.1,1563,39.3,56,No Failure,28.0,0,1,0
469,297.7,309.1,1477,38.3,60,No Failure,30.0,0,1,0
470,297.6,309.1,1394,50.0,62,No Failure,31.0,0,1,0
471,297.6,309.0,1487,45.4,64,No Failure,32.0,0,1,0
472,297.6,309.0,1815,25.3,66,No Failure,22.0,0,0,1
473,297.6,308.8,1453,39.7,69,No Failure,23.0,0,0,1
474,297.6,308.8,1539,40.2,72,No Failure,36.0,0,1,0
475,297.6,308.8,1683,31.6,79,No Failure,26.333333333333332,0,0,1
476,297.7,308.8,1515,40.1,82,No Failure,41.0,0,1,0
477,297.7,308.9,1531,48.3,84,No Failure,28.0,0,0,1
478,297.7,308.9,1516,33.7,92,No Failure,46.0,0,1,0
479,297.7,308.9,1838,27.3,99,No Failure,49.5,0,1,0
480,297.6,308.8,1357,49.7,104,No Failure,34.666666666666664,0,0,1
481,297.5,308.7,1697,28.1,107,No Failure,35.666666666666664,0,0,1
482,297.5,308.7,1453,37.6,112,No Failure,56.0,0,1,0
483,297.4,308.6,1439,46.4,114,No Failure,57.0,0,1,0
484,297.4,308.6,1609,36.2,116,No Failure,58.0,0,1,0
485,297.4,308.6,1324,59.1,118,No Failure,59.0,0,1,0
486,297.4,308.7,1545,36.9,125,No Failure,62.5,0,1,0
487,297.5,308.8,1477,39.0,127,No Failure,63.5,0,1,0
488,297.5,308.9,1696,30.9,133,No Failure,66.5,0,1,0
489,297.5,308.9,1427,44.7,135,No Failure,67.5,0,1,0
490,297.5,308.9,1390,44.6,140,No Failure,70.0,0,1,0
491,297.4,308.8,1640,34.2,142,No Failure,71.0,0,1,0
492,297.4,308.8,1628,37.4,144,No Failure,48.0,0,0,1
493,297.3,308.6,1499,37.6,147,No Failure,29.4,1,0,0
494,297.3,308.6,1586,37.7,155,No Failure,77.5,0,1,0
495,297.3,308.6,1471,50.7,157,No Failure,52.333333333333336,0,0,1
496,297.3,308.6,1431,53.0,160,No Failure,53.333333333333336,0,0,1
497,297.2,308.6,1924,22.1,163,No Failure,81.5,0,1,0
498,297.1,308.4,1421,42.0,165,No Failure,55.0,0,0,1
499,297.0,308.4,1305,54.6,168,No Failure,33.6,1,0,0
500,296.9,308.4,1557,32.4,173,No Failure,86.5,0,1,0
501,296.8,308.3,1506,45.9,182,No Failure,91.0,0,1,0
502,296.9,308.4,1450,46.9,186,No Failure,62.0,0,0,1
503,296.8,308.2,1643,34.7,191,No Failure,95.5,0,1,0
504,296.7,308.1,1450,40.9,195,No Failure,97.5,0,1,0
505,296.7,308.0,1451,50.7,197,No Failure,98.5,0,1,0
506,296.8,308.1,1289,62.0,199,Overstrain Failure,99.5,0,1,0
507,296.7,308.1,1528,46.3,203,No Failure,40.6,1,0,0
508,296.7,308.0,1535,36.8,210,No Failure,105.0,0,1,0
509,296.8,308.1,1843,24.2,212,No Failure,70.66666666666667,0,0,1
510,296.8,308.0,1536,40.4,217,No Failure,108.5,0,1,0
511,296.9,308.1,1483,44.3,219,No Failure,73.0,0,0,1
512,296.7,307.8,1537,36.3,233,No Failure,77.66666666666667,0,0,1
513,296.7,307.8,1646,34.6,238,No Failure,119.0,0,1,0
514,296.7,307.8,1400,47.5,3,No Failure,1.5,0,1,0
515,296.8,307.9,1337,56.5,5,No Failure,2.5,0,1,0
516,296.9,308.0,1332,53.9,7,No Failure,3.5,0,1,0
517,296.9,308.0,1546,31.1,11,No Failure,5.5,0,1,0
518,296.9,308.0,1713,29.3,13,No Failure,6.5,0,1,0
519,296.9,308.0,1343,44.5,15,No Failure,7.5,0,1,0
520,296.8,308.0,1391,54.4,17,No Failure,8.5,0,1,0
521,296.8,308.0,1311,58.6,19,No Failure,3.8,1,0,0
522,296.8,307.9,1448,48.8,31,No Failure,15.5,0,1,0
523,296.7,307.8,1468,39.2,35,No Failure,17.5,0,1,0
524,296.7,308.0,1580,32.2,39,No Failure,19.5,0,1,0
525,296.8,308.0,1666,29.8,41,No Failure,20.5,0,1,0
526,296.8,307.9,1698,30.8,48,No Failure,24.0,0,1,0
527,296.7,307.9,1579,33.4,50,No Failure,10.0,1,0,0
528,296.7,307.9,1743,27.9,55,No Failure,27.5,0,1,0
529,296.9,308.1,1435,45.3,62,No Failure,31.0,0,1,0
530,296.9,308.1,1440,46.3,64,No Failure,21.333333333333332,0,0,1
531,296.9,308.0,1641,33.3,67,No Failure,22.333333333333332,0,0,1
532,296.8,307.9,1420,45.4,70,No Failure,35.0,0,1,0
533,296.8,307.9,1611,35.4,72,No Failure,36.0,0,1,0
534,296.8,307.9,1683,31.8,76,No Failure,25.333333333333332,0,0,1
535,296.9,307.9,1547,32.6,79,No Failure,15.8,1,0,0
536,296.9,307.8,1605,37.0,84,No Failure,42.0,0,1,0
537,296.8,307.7,1565,40.1,89,No Failure,44.5,0,1,0
538,296.9,307.8,1828,24.6,91,No Failure,30.333333333333332,0,0,1
539,297.0,307.8,1579,34.1,94,No Failure,31.333333333333332,0,0,1
540,297.0,307.9,1882,24.2,97,No Failure,32.333333333333336,0,0,1
541,296.9,307.8,1285,52.1,100,No Failure,50.0,0,1,0
542,296.9,307.8,1571,35.0,102,No Failure,51.0,0,1,0
543,296.9,307.8,1549,37.8,104,No Failure,20.8,1,0,0
544,296.9,307.8,1544,37.6,109,No Failure,36.333333333333336,0,0,1
545,297.0,307.9,1412,47.4,112,No Failure,37.333333333333336,0,0,1
546,297.0,307.9,1422,53.0,115,No Failure,38.333333333333336,0,0,1
547,297.0,307.7,1867,22.8,118,No Failure,59.0,0,1,0
548,296.9,307.7,1424,43.3,120,No Failure,60.0,0,1,0
549,296.9,307.7,1550,39.7,124,No Failure,62.0,0,1,0
550,296.8,307.6,1588,37.6,126,No Failure,63.0,0,1,0
551,296.8,307.6,1338,44.4,128,No Failure,64.0,0,1,0
552,296.8,307.6,1434,48.3,138,No Failure,69.0,0,1,0
553,296.8,307.6,1304,48.7,142,No Failure,71.0,0,1,0
554,296.8,307.6,1398,46.7,144,No Failure,72.0,0,1,0
555,296.7,307.6,1547,34.7,150,No Failure,50.0,0,0,1
556,296.6,307.5,1482,39.9,153,No Failure,51.0,0,0,1
557,296.5,307.2,1481,38.2,160,No Failure,80.0,0,1,0
558,296.5,307.3,1501,42.1,162,No Failure,81.0,0,1,0
559,296.5,307.3,1566,37.2,164,No Failure,82.0,0,1,0
560,296.5,307.3,1579,34.5,166,No Failure,83.0,0,1,0
561,296.6,307.4,1631,35.0,168,No Failure,84.0,0,1,0
562,296.6,307.4,1368,45.1,185,No Failure,92.5,0,1,0
563,296.6,307.4,1465,47.8,187,No Failure,93.5,0,1,0
564,296.6,307.4,1406,41.5,189,No Failure,37.8,1,0,0
565,296.5,307.4,1565,43.5,194,No Failure,64.66666666666667,0,0,1
566,296.6,307.5,1439,45.5,199,No Failure,99.5,0,1,0
567,296.6,307.5,1485,42.7,204,No Failure,102.0,0,1,0
568,296.5,307.5,1566,35.1,206,No Failure,103.0,0,1,0
569,296.3,307.3,1439,41.5,208,No Failure,104.0,0,1,0
570,296.4,307.4,2833,5.6,213,Power Failure,106.5,0,1,0
571,296.3,307.4,1465,47.1,215,No Failure,107.5,0,1,0
572,296.3,307.3,1368,49.5,10,No Failure,3.3333333333333335,0,0,1
573,296.3,307.3,1444,49.0,13,No Failure,6.5,0,1,0
574,296.3,307.3,1498,41.6,15,No Failure,5.0,0,0,1
575,296.1,307.2,1615,30.8,18,No Failure,9.0,0,1,0
576,296.1,307.1,1898,22.7,20,No Failure,10.0,0,1,0
577,296.1,307.1,1350,53.3,22,No Failure,7.333333333333333,0,0,1
578,296.2,307.0,1516,37.6,25,No Failure,8.333333333333334,0,0,1
579,296.2,307.0,1542,40.6,28,No Failure,5.6,1,0,0
580,296.1,306.8,1645,31.0,41,No Failure,8.2,1,0,0
581,296.0,306.7,2044,22.3,48,No Failure,16.0,0,0,1
582,295.9,306.6,1414,50.2,51,No Failure,25.5,0,1,0
583,295.9,306.6,1678,26.7,53,No Failure,26.5,0,1,0
584,295.9,306.5,1594,33.2,55,No Failure,11.0,1,0,0
585,295.8,306.5,1358,49.2,63,No Failure,31.5,0,1,0
586,295.8,306.4,1325,56.2,65,No Failure,32.5,0,1,0
587,295.8,306.4,1339,53.2,67,No Failure,33.5,0,1,0
588,295.8,306.4,1335,51.7,69,No Failure,23.0,0,0,1
589,295.9,306.4,1575,28.5,74,No Failure,37.0,0,1,0
590,295.7,306.3,1915,22.4,79,No Failure,39.5,0,1,0
591,295.8,306.3,1337,54.6,87,No Failure,43.5,0,1,0
592,295.8,306.3,1235,76.2,89,Power Failure,29.666666666666668,0,0,1
593,295.7,306.2,1464,46.2,92,No Failure,46.0,0,1,0
594,295.7,306.2,1739,25.9,94,No Failure,31.333333333333332,0,0,1
595,295.7,306.3,1490,34.3,97,No Failure,48.5,0,1,0
596,295.8,306.4,1356,48.0,99,No Failure,49.5,0,1,0
597,295.7,306.2,1458,40.6,103,No Failure,51.5,0,1,0
598,295.7,306.2,2161,16.5,105,No Failure,21.0,1,0,0
599,295.6,306.1,1651,28.1,110,No Failure,36.666666666666664,0,0,1
600,295.6,306.0,1370,52.4,115,No Failure,57.5,0,1,0
601,295.7,306.1,1408,47.9,117,No Failure,58.5,0,1,0
602,295.7,306.2,1423,42.5,121,No Failure,40.333333333333336,0,0,1
603,295.6,306.2,1435,51.6,126,No Failure,42.0,0,0,1
604,295.5,306.1,1573,35.1,129,No Failure,64.5,0,1,0
605,295.6,306.2,1446,49.9,133,No Failure,66.5,0,1,0
606,295.6,306.2,1329,55.3,135,No Failure,27.0,1,0,0
607,295.6,306.2,1569,35.1,140,No Failure,70.0,0,1,0
608,295.6,306.1,1256,62.3,142,No Failure,28.4,1,0,0
609,295.7,306.2,2270,14.6,149,Power Failure,74.5,0,1,0
610,295.6,306.1,1462,49.2,158,No Failure,52.666666666666664,0,0,1
611,295.6,306.1,1669,29.0,161,No Failure,53.666666666666664,0,0,1
612,295.5,306.1,1822,24.3,164,No Failure,54.666666666666664,0,0,1
613,295.5,306.0,1456,39.2,167,No Failure,83.5,0,1,0
614,295.5,306.0,1546,35.9,169,No Failure,84.5,0,1,0
615,295.5,306.0,1621,29.5,176,No Failure,88.0,0,1,0
616,295.4,305.9,1518,40.6,178,No Failure,59.333333333333336,0,0,1
617,295.4,305.8,1526,38.2,181,No Failure,60.333333333333336,0,0,1
618,295.3,305.8,1589,36.2,184,No Failure,61.333333333333336,0,0,1
619,295.3,305.7,1473,38.5,189,No Failure,63.0,0,0,1
620,295.5,305.9,1518,44.1,194,No Failure,64.66666666666667,0,0,1
621,295.5,305.9,1593,37.2,197,No Failure,39.4,1,0,0
622,295.5,305.9,1380,52.4,202,No Failure,67.33333333333333,0,0,1
623,295.5,306.0,1423,45.3,205,No Failure,68.33333333333333,0,0,1
624,295.5,306.0,1800,27.6,208,No Failure,104.0,0,1,0
625,295.6,306.1,1372,55.6,215,Overstrain Failure,107.5,0,1,0
626,295.6,306.0,1949,21.9,5,No Failure,2.5,0,1,0
627,295.6,306.0,1419,51.1,7,No Failure,3.5,0,1,0
628,295.5,305.9,1542,36.2,12,No Failure,6.0,0,1,0
629,295.6,306.0,1363,50.0,14,No Failure,7.0,0,1,0
630,295.5,306.0,1597,37.2,16,No Failure,8.0,0,1,0
631,295.5,306.0,1326,50.8,18,No Failure,6.0,0,0,1
632,295.6,306.2,1263,61.8,27,No Failure,13.5,0,1,0
633,295.6,306.2,1823,25.8,29,No Failure,14.5,0,1,0
634,295.5,306.1,1488,40.7,31,No Failure,15.5,0,1,0
635,295.6,306.2,1650,28.2,35,No Failure,17.5,0,1,0
636,295.7,306.3,1462,44.3,37,No Failure,12.333333333333334,0,0,1
637,295.6,306.2,1477,45.0,40,No Failure,13.333333333333334,0,0,1
638,295.7,306.3,1712,28.5,43,No Failure,14.333333333333334,0,0,1
639,295.7,306.3,1347,50.4,46,No Failure,15.333333333333334,0,0,1
640,295.6,306.2,1287,54.8,49,No Failure,24.5,0,1,0
641,295.6,306.3,1426,45.5,53,No Failure,17.666666666666668,0,0,1
642,295.6,306.2,1424,42.5,58,No Failure,29.0,0,1,0
643,295.6,306.3,1509,35.8,60,No Failure,12.0,1,0,0
644,295.5,306.1,1650,32.8,67,No Failure,33.5,0,1,0
645,295.6,306.2,1632,32.2,76,No Failure,15.2,1,0,0
646,295.7,306.4,1387,40.1,81,No Failure,27.0,0,0,1
647,295.8,306.5,1505,35.2,86,No Failure,43.0,0,1,0
648,295.8,306.5,1534,37.9,88,No Failure,44.0,0,1,0
649,295.8,306.5,1493,40.5,90,No Failure,45.0,0,1,0
650,295.8,306.6,1480,43.2,92,No Failure,30.666666666666668,0,0,1
651,295.8,306.6,1621,31.6,95,No Failure,47.5,0,1,0
652,295.7,306.5,1737,26.2,97,No Failure,48.5,0,1,0
653,295.8,306.6,1508,46.5,99,No Failure,49.5,0,1,0
654,295.8,306.5,1641,32.2,101,No Failure,33.666666666666664,0,0,1
655,295.9,306.6,1532,38.6,104,No Failure,34.666666666666664,0,0,1
656,295.9,306.6,1412,41.0,109,No Failure,54.5,0,1,0
657,295.8,306.5,1568,35.1,111,No Failure,55.5,0,1,0
658,295.9,306.6,1557,41.1,113,No Failure,56.5,0,1,0
659,296.0,306.6,1511,35.2,119,No Failure,59.5,0,1,0
660,296.0,306.6,1628,36.8,121,No Failure,40.333333333333336,0,0,1
661,296.2,306.8,1526,42.3,129,No Failure,43.0,0,0,1
662,296.2,306.8,1389,53.3,132,No Failure,66.0,0,1,0
663,296.1,306.7,1409,42.8,134,No Failure,67.0,0,1,0
664,296.2,306.8,1655,31.1,136,No Failure,68.0,0,1,0
665,296.2,306.9,1516,39.1,138,No Failure,69.0,0,1,0
666,296.2,306.9,1526,34.9,140,No Failure,70.0,0,1,0
667,296.3,307.1,1419,48.6,142,No Failure,71.0,0,1,0
668,296.4,307.2,1748,25.3,144,No Failure,72.0,0,1,0
669,296.3,307.1,1534,33.8,151,No Failure,50.333333333333336,0,0,1
670,296.1,307.0,1523,42.0,164,No Failure,54.666666666666664,0,0,1
671,296.1,307.1,1485,36.0,169,No Failure,56.333333333333336,0,0,1
672,296.2,307.2,1168,63.4,172,No Failure,57.333333333333336,0,0,1
673,296.3,307.2,1286,51.1,177,No Failure,59.0,0,0,1
674,296.4,307.2,2071,19.4,183,No Failure,61.0,0,0,1
675,296.3,307.1,1560,33.2,186,No Failure,93.0,0,1,0
676,296.3,307.1,1654,29.6,188,No Failure,94.0,0,1,0
677,296.3,307.1,1662,32.9,190,No Failure,95.0,0,1,0
678,296.2,307.1,1413,53.4,203,No Failure,101.5,0,1,0
679,296.2,307.2,1385,44.0,5,No Failure,1.6666666666666667,0,0,1
680,296.2,307.2,1552,34.8,8,No Failure,2.6666666666666665,0,0,1
681,296.2,307.3,1451,42.8,11,No Failure,3.6666666666666665,0,0,1
682,296.2,307.2,1356,43.6,22,No Failure,11.0,0,1,0
683,296.3,307.2,1319,68.3,24,Power Failure,8.0,0,0,1
684,296.3,307.3,1398,52.7,31,No Failure,15.5,0,1,0
685,296.3,307.3,1372,57.7,33,No Failure,16.5,0,1,0
686,296.3,307.2,1454,42.5,35,No Failure,11.666666666666666,0,0,1
687,296.2,307.2,1515,36.5,38,No Failure,19.0,0,1,0
688,296.2,307.3,1881,24.3,40,No Failure,20.0,0,1,0
689,296.3,307.4,1335,50.5,48,No Failure,16.0,0,0,1
690,296.3,307.4,1472,39.9,51,No Failure,25.5,0,1,0
691,296.2,307.3,1477,35.2,53,No Failure,17.666666666666668,0,0,1
692,296.4,307.5,1549,36.1,58,No Failure,29.0,0,1,0
693,296.3,307.4,1648,34.0,60,No Failure,30.0,0,1,0
694,296.4,307.5,1556,38.0,62,No Failure,12.4,1,0,0
695,296.3,307.4,1958,19.1,67,No Failure,22.333333333333332,0,0,1
696,296.4,307.4,1403,48.4,70,No Failure,35.0,0,1,0
697,296.4,307.5,1684,31.4,72,No Failure,24.0,0,0,1
698,296.4,307.5,1596,35.1,75,No Failure,15.0,1,0,0
699,296.6,307.6,1498,41.1,80,No Failure,40.0,0,1,0
700,296.7,307.7,1524,36.8,82,No Failure,41.0,0,1,0
701,296.7,307.7,1502,43.9,84,No Failure,42.0,0,1,0
702,296.5,307.6,1431,45.2,90,No Failure,45.0,0,1,0
703,296.5,307.6,1512,43.6,92,No Failure,46.0,0,1,0
704,296.4,307.5,1403,52.8,94,No Failure,18.8,1,0,0
705,296.4,307.5,1331,47.8,99,No Failure,49.5,0,1,0
706,296.6,307.7,1474,52.6,101,No Failure,33.666666666666664,0,0,1
707,296.5,307.6,1415,44.2,106,No Failure,53.0,0,1,0
708,296.6,307.7,1556,37.7,110,No Failure,55.0,0,1,0
709,296.7,307.7,1927,23.9,112,No Failure,56.0,0,1,0
710,296.7,307.7,1597,32.1,114,No Failure,38.0,0,0,1
711,296.8,307.8,1480,39.4,122,No Failure,61.0,0,1,0
712,296.8,307.8,1565,39.5,124,No Failure,62.0,0,1,0
713,296.7,307.9,1874,21.3,130,No Failure,43.333333333333336,0,0,1
714,296.7,307.9,1424,53.8,133,No Failure,26.6,1,0,0
715,296.7,307.9,1420,50.1,138,No Failure,69.0,0,1,0
716,296.8,307.9,1372,49.0,140,No Failure,70.0,0,1,0
717,296.8,307.9,1718,25.2,148,No Failure,74.0,0,1,0
718,296.9,307.8,1466,45.7,153,No Failure,76.5,0,1,0
719,296.8,307.8,1394,47.7,155,No Failure,77.5,0,1,0
720,296.9,307.8,1840,24.6,157,No Failure,52.333333333333336,0,0,1
721,296.9,307.8,1477,37.2,160,No Failure,53.333333333333336,0,0,1
722,297.0,307.9,1414,46.2,165,No Failure,55.0,0,0,1
723,297.0,307.8,1414,47.5,168,No Failure,84.0,0,1,0
724,297.0,307.9,1595,31.7,170,No Failure,85.0,0,1,0
725,296.9,307.7,1653,35.9,177,No Failure,88.5,0,1,0
726,296.9,307.7,1656,30.8,181,No Failure,36.2,1,0,0
727,297.0,307.8,1521,40.2,190,No Failure,95.0,0,1,0
728,297.1,307.9,1420,39.8,192,No Failure,38.4,1,0,0
729,297.0,307.8,1683,32.3,197,No Failure,98.5,0,1,0
730,297.0,307.8,1385,56.4,202,Overstrain Failure,101.0,0,1,0
731,296.9,307.8,1392,43.9,0,No Failure,0.0,0,0,1
732,296.9,307.7,2008,17.5,3,No Failure,1.0,0,0,1
733,297.0,307.7,1447,46.4,8,No Failure,4.0,0,1,0
734,296.9,307.6,1685,32.0,10,No Failure,3.3333333333333335,0,0,1
735,296.9,307.5,1354,44.4,16,No Failure,8.0,0,1,0
736,296.9,307.5,1397,48.3,22,No Failure,4.4,1,0,0
737,296.8,307.4,1472,43.9,30,No Failure,10.0,0,0,1
738,296.8,307.5,1347,54.8,43,No Failure,21.5,0,1,0
739,296.7,307.4,1540,38.7,45,No Failure,15.0,0,0,1
740,296.7,307.6,1540,38.6,53,No Failure,26.5,0,1,0
741,296.6,307.4,1504,45.8,58,No Failure,29.0,0,1,0
742,296.5,307.4,1292,52.5,62,No Failure,31.0,0,1,0
743,296.5,307.4,1432,49.2,64,No Failure,12.8,1,0,0
744,296.5,307.4,1350,55.6,69,No Failure,23.0,0,0,1
745,296.4,307.3,1540,37.4,75,No Failure,15.0,1,0,0
746,296.4,307.3,1487,37.5,83,No Failure,41.5,0,1,0
747,296.5,307.4,1523,40.7,85,No Failure,42.5,0,1,0
748,296.5,307.5,1340,59.1,89,No Failure,44.5,0,1,0
749,296.6,307.7,1654,31.0,91,No Failure,18.2,1,0,0
750,296.6,307.6,1459,40.2,96,No Failure,48.0,0,1,0
751,296.6,307.7,1386,62.3,100,Power Failure,20.0,1,0,0
752,296.7,307.8,1258,69.0,105,Power Failure,35.0,0,0,1
753,296.8,307.9,1706,30.8,111,No Failure,55.5,0,1,0
754,296.8,307.9,1843,25.2,116,No Failure,38.666666666666664,0,0,1
755,296.7,307.9,1690,29.6,119,No Failure,59.5,0,1,0
756,296.8,307.9,1413,46.5,121,No Failure,60.5,0,1,0
757,296.8,307.9,1489,33.4,123,No Failure,61.5,0,1,0
758,296.8,307.9,1271,61.4,125,No Failure,62.5,0,1,0
759,296.9,307.8,1426,50.7,130,No Failure,43.333333333333336,0,0,1
760,296.9,307.9,1535,39.2,133,No Failure,66.5,0,1,0
761,296.9,307.8,1653,29.7,137,No Failure,68.5,0,1,0
762,296.9,307.9,1385,44.8,144,No Failure,48.0,0,0,1
763,297.0,307.9,1635,31.6,147,No Failure,73.5,0,1,0
764,296.9,307.9,1423,43.9,149,No Failure,74.5,0,1,0
765,297.0,307.9,1479,39.2,151,No Failure,75.5,0,1,0
766,297.0,307.8,1553,33.3,155,No Failure,77.5,0,1,0
767,297.0,307.9,1529,42.2,157,No Failure,78.5,0,1,0
768,297.1,308.0,1690,25.6,159,No Failure,53.0,0,0,1
769,297.1,308.0,1348,58.0,162,No Failure,81.0,0,1,0
770,297.2,308.1,1446,38.5,164,No Failure,82.0,0,1,0
771,297.0,307.9,1350,47.7,168,No Failure,84.0,0,1,0
772,297.1,307.9,1507,38.3,170,No Failure,85.0,0,1,0
773,297.0,307.9,1448,45.6,172,No Failure,34.4,1,0,0
774,296.9,307.9,1626,29.9,177,No Failure,88.5,0,1,0
775,297.0,307.9,1846,27.3,179,No Failure,35.8,1,0,0
776,297.0,307.8,1404,40.7,184,No Failure,36.8,1,0,0
777,297.0,307.8,1583,37.2,189,No Failure,94.5,0,1,0
778,297.0,307.9,1436,47.7,191,No Failure,95.5,0,1,0
779,297.0,307.7,1834,23.8,195,No Failure,39.0,1,0,0
780,296.9,307.9,1367,47.1,204,No Failure,102.0,0,1,0
781,297.1,308.1,1754,30.3,206,No Failure,103.0,0,1,0
782,297.1,308.1,1487,34.6,208,No Failure,104.0,0,1,0
783,297.1,308.1,1506,37.7,210,No Failure,70.0,0,0,1
784,297.0,308.1,1362,52.5,213,Overstrain Failure,106.5,0,1,0
785,297.1,308.1,1584,36.8,215,No Failure,107.5,0,1,0
786,297.1,308.1,1823,24.3,219,No Failure,73.0,0,0,1
787,297.0,308.1,1517,41.4,222,No Failure,44.4,1,0,0
788,297.1,308.0,1559,38.8,229,No Failure,45.8,1,0,0
789,297.3,308.4,1441,43.4,14,No Failure,7.0,0,1,0
790,297.3,308.4,1531,35.6,16,No Failure,3.2,1,0,0
791,297.2,308.3,1379,52.1,21,No Failure,10.5,0,1,0
792,297.3,308.3,1410,48.1,23,No Failure,11.5,0,1,0
793,297.3,308.4,1513,40.5,25,No Failure,12.5,0,1,0
794,297.3,308.5,1497,47.5,27,No Failure,13.5,0,1,0
795,297.3,308.4,1491,46.5,29,No Failure,14.5,0,1,0
796,297.4,308.6,1522,38.0,33,No Failure,11.0,0,0,1
797,297.3,308.4,1339,52.1,36,No Failure,18.0,0,1,0
