,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,min_processo
450,H,297.5,308.9,1471,37.7,197,No Failure,39.4
451,L,297.6,309.0,1822,25.4,202,No Failure,101.0
452,L,297.5,308.9,1554,34.8,204,No Failure,102.0
453,L,297.6,308.9,1449,47.7,209,No Failure,104.5
454,L,297.8,309.0,1456,41.2,0,No Failure,0.0
455,M,297.8,309.1,1424,45.5,2,No Failure,0.6666666666666666
456,H,297.9,309.2,1577,34.7,5,No Failure,1.0
457,L,297.8,309.2,1372,47.3,15,No Failure,7.5
458,M,297.8,309.1,1432,42.6,17,No Failure,5.666666666666667
459,M,297.7,309.0,1656,33.2,20,No Failure,6.666666666666667
460,H,297.8,309.0,1410,48.8,23,No Failure,4.6
461,L,297.7,309.0,1538,43.2,30,No Failure,15.0
462,M,297.7,309.0,1636,29.7,32,No Failure,10.666666666666666
463,M,297.7,309.0,1504,40.4,35,No Failure,11.666666666666666
464,M,297.7,309.0,1531,42.4,38,No Failure,12.666666666666666
465,H,297.6,309.0,1735,26.4,41,No Failure,8.2
466,H,297.6,309.0,1354,55.6,46,No Failure,9.2
467,H,297.6,309.0,1413,40.2,51,No Failure,10.2
468,L,297.7,309.1,1563,39.3,56,No Failure,28.0
469,L,297.7,309.1,1477,38.3,60,No Failure,30.0
470,L,297.6,309.1,1394,50.0,62,No Failure,31.0
471,L,297.6,309.0,1487,45.4,64,No Failure,32.0
472,M,297.6,309.0,1815,25.3,66,No Failure,22.0
473,M,297.6,308.8,1453,39.7,69,No Failure,23.0
474,L,297.6,308.8,1539,40.2,72,No Failure,36.0
475,M,297.6,308.8,1683,31.6,79,No Failure,26.333333333333332
476,L,297.7,308.8,1515,40.1,82,No Failure,41.0
477,M,297.7,308.9,1531,48.3,84,No Failure,28.0
478,L,297.7,308.9,1516,33.7,92,No Failure,46.0
479,L,297.7,308.9,1838,27.3,99,No Failure,49.5
480,M,297.6,308.8,1357,49.7,104,No Failure,34.666666666666664
481,M,297.5,308.7,1697,28.1,107,No Failure,35.666666666666664
482,L,297.5,308.7,1453,37.6,112,No Failure,56.0
483,L,297.4,308.6,1439,46.4,114,No Failure,57.0
484,L,297.4,308.6,1609,36.2,116,No Failure,58.0
485,L,297.4,308.6,1324,59.1,118,No Failure,59.0
486,L,297.4,308.7,1545,36.9,125,No Failure,62.5
487,L,297.5,308.8,1477,39.0,127,No Failure,63.5
488,L,297.5,308.9,1696,30.9,133,No Failure,66.5
489,L,297.5,308.9,1427,44.7,135,No Failure,67.5
490,L,297.5,308.9,1390,44.6,140,No Failure,70.0
491,L,297.4,308.8,1640,34.2,142,No Failure,71.0
492,M,297.4,308.8,1628,37.4,144,No Failure,48.0
493,H,297.3,308.6,1499,37.6,147,No Failure,29.4
494,L,297.3,308.6,1586,37.7,155,No Failure,77.5
495,M,297.3,308.6,1471,50.7,157,No Failure,52.333333333333336
496,M,297.3,308.6,1431,53.0,160,No Failure,53.333333333333336
497,L,297.2,308.6,1924,22.1,163,No Failure,81.5
498,M,297.1,308.4,1421,42.0,165,No Failure,55.0
499,H,297.0,308.4,1305,54.6,168,No Failure,33.6
500,L,296.9,308.4,1557,32.4,173,No Failure,86.5
501,L,296.8,308.3,1506,45.9,182,No Failure,91.0
502,M,296.9,308.4,1450,46.9,186,No Failure,62.0
503,L,296.8,308.2,1643,34.7,191,No Failure,95.5
504,L,296.7,308.1,1450,40.9,195,No Failure,97.5
505,L,296.7,308.0,1451,50.7,197,No Failure,98.5
506,L,296.8,308.1,1289,62.0,199,Overstrain Failure,99.5
507,H,296.7,308.1,1528,46.3,203,No Failure,40.6
508,L,296.7,308.0,1535,36.8,210,No Failure,105.0
509,M,296.8,308.1,1843,24.2,212,No Failure,70.66666666666667
510,L,296.8,308.0,1536,40.4,217,No Failure,108.5
511,M,296.9,308.1,1483,44.3,219,No Failure,73.0
512,M,296.7,307.8,1537,36.3,233,No Failure,77.66666666666667
513,L,296.7,307.8,1646,34.6,238,No Failure,119.0
514,L,296.7,307.8,1400,47.5,3,No Failure,1.5
515,L,296.8,307.9,1337,56.5,5,No Failure,2.5
516,L,296.9,308.0,1332,53.9,7,No Failure,3.5
517,L,296.9,308.0,1546,31.1,11,No Failure,5.5
518,L,296.9,308.0,1713,29.3,13,No Failure,6.5
519,L,296.9,308.0,1343,44.5,15,No Failure,7.5
520,L,296.8,308.0,1391,54.4,17,No Failure,8.5
521,H,296.8,308.0,1311,58.6,19,No Failure,3.8
522,L,296.8,307.9,1448,48.8,31,No Failure,15.5
523,L,296.7,307.8,1468,39.2,35,No Failure,17.5
524,L,296.7,308.0,1580,32.2,39,No Failure,19.5
525,L,296.8,308.0,1666,29.8,41,No Failure,20.5
526,L,296.8,307.9,1698,30.8,48,No Failure,24.0
527,H,296.7,307.9,1579,33.4,50,No Failure,10.0
528,L,296.7,307.9,1743,27.9,55,No Failure,27.5
529,L,296.9,308.1,1435,45.3,62,No Failure,31.0
530,M,296.9,308.1,1440,46.3,64,No Failure,21.333333333333332
531,M,296.9,308.0,1641,33.3,67,No Failure,22.333333333333332
532,L,296.8,307.9,1420,45.4,70,No Failure,35.0
533,L,296.8,307.9,1611,35.4,72,No Failure,36.0
534,M,296.8,307.9,1683,31.8,76,No Failure,25.333333333333332
535,H,296.9,307.9,1547,32.6,79,No Failure,15.8
536,L,296.9,307.8,1605,37.0,84,No Failure,42.0
537,L,296.8,307.7,1565,40.1,89,No Failure,44.5
538,M,296.9,307.8,1828,24.6,91,No Failure,30.333333333333332
539,M,297.0,307.8,1579,34.1,94,No Failure,31.333333333333332
540,M,297.0,307.9,1882,24.2,97,No Failure,32.333333333333336
541,L,296.9,307.8,1285,52.1,100,No Failure,50.0
542,L,296.9,307.8,1571,35.0,102,No Failure,51.0
543,H,296.9,307.8,1549,37.8,104,No Failure,20.8
544,M,296.9,307.8,1544,37.6,109,No Failure,36.333333333333336
545,M,297.0,307.9,1412,47.4,112,No Failure,37.333333333333336
546,M,297.0,307.9,1422,53.0,115,No Failure,38.333333333333336
547,L,297.0,307.7,1867,22.8,118,No Failure,59.0
548,L,296.9,307.7,1424,43.3,120,No Failure,60.0
549,L,296.9,307.7,1550,39.7,124,No Failure,62.0
550,L,296.8,307.6,1588,37.6,126,No Failure,63.0
551,L,296.8,307.6,1338,44.4,128,No Failure,64.0
552,L,296.8,307.6,1434,48.3,138,No Failure,69.0
553,L,296.8,307.6,1304,48.7,142,No Failure,71.0
554,L,296.8,307.6,1398,46.7,144,No Failure,72.0
555,M,296.7,307.6,1547,34.7,150,No Failure,50.0
556,M,296.6,307.5,1482,39.9,153,No Failure,51.0
557,L,296.5,307.2,1481,38.2,160,No Failure,80.0
558,L,296.5,307.3,1501,42.1,162,No Failure,81.0
559,L,296.5,307.3,1566,37.2,164,No Failure,82.0
560,L,296.5,307.3,1579,34.5,166,No Failure,83.0
561,L,296.6,307.4,1631,35.0,168,No Failure,84.0
562,L,296.6,307.4,1368,45.1,185,No Failure,92.5
563,L,296.6,307.4,1465,47.8,187,No Failure,93.5
564,H,296.6,307.4,1406,41.5,189,No Failure,37.8
565,M,296.5,307.4,1565,43.5,194,No Failure,64.66666666666667
566,L,296.6,307.5,1439,45.5,199,No Failure,99.5
567,L,296.6,307.5,1485,42.7,204,No Failure,102.0
568,L,296.5,307.5,1566,35.1,206,No Failure,103.0
569,L,296.3,307.3,1439,41.5,208,No Failure,104.0
570,L,296.4,307.4,2833,5.6,213,Power Failure,106.5
571,L,296.3,307.4,1465,47.1,215,No Failure,107.5
572,M,296.3,307.3,1368,49.5,10,No Failure,3.3333333333333335
573,L,296.3,307.3,1444,49.0,13,No Failure,6.5
574,M,296.3,307.3,1498,41.6,15,No Failure,5.0
575,L,296.1,307.2,1615,30.8,18,No Failure,9.0
576,L,296.1,307.1,1898,22.7,20,No Failure,10.0
577,M,296.1,307.1,1350,53.3,22,No Failure,7.333333333333333
578,M,296.2,307.0,1516,37.6,25,No Failure,8.333333333333334
579,H,296.2,307.0,1542,40.6,28,No Failure,5.6
580,H,296.1,306.8,1645,31.0,41,No Failure,8.2
581,M,296.0,306.7,2044,22.3,48,No Failure,16.0
582,L,295.9,306.6,1414,50.2,51,No Failure,25.5
583,L,295.9,306.6,1678,26.7,53,No Failure,26.5
584,H,295.9,306.5,1594,33.2,55,No Failure,11.0
585,L,295.8,306.5,1358,49.2,63,No Failure,31.5
586,L,295.8,306.4,1325,56.2,65,No Failure,32.5
587,L,295.8,306.4,1339,53.2,67,No Failure,33.5
588,M,295.8,306.4,1335,51.7,69,No Failure,23.0
589,L,295.9,306.4,1575,28.5,74,No Failure,37.0
590,L,295.7,306.3,1915,22.4,79,No Failure,39.5
591,L,295.8,306.3,1337,54.6,87,No Failure,43.5
592,M,295.8,306.3,1235,76.2,89,Power Failure,29.666666666666668
593,L,295.7,306.2,1464,46.2,92,No Failure,46.0
594,M,295.7,306.2,1739,25.9,94,No Failure,31.333333333333332
595,L,295.7,306.3,1490,34.3,97,No Failure,48.5
596,L,295.8,306.4,1356,48.0,99,No Failure,49.5
597,L,295.7,306.2,1458,40.6,103,No Failure,51.5
598,H,295.7,306.2,2161,16.5,105,No Failure,21.0
599,M,295.6,306.1,1651,28.1,110,No Failure,36.666666666666664
600,L,295.6,306.0,1370,52.4,115,No Failure,57.5
601,L,295.7,306.1,1408,47.9,117,No Failure,58.5
602,M,295.7,306.2,1423,42.5,121,No Failure,40.333333333333336
603,M,295.6,306.2,1435,51.6,126,No Failure,42.0
604,L,295.5,306.1,1573,35.1,129,No Failure,64.5
605,L,295.6,306.2,1446,49.9,133,No Failure,66.5
606,H,295.6,306.2,1329,55.3,135,No Failure,27.0
607,L,295.6,306.2,1569,35.1,140,No Failure,70.0
608,H,295.6,306.1,1256,62.3,142,No Failure,28.4
609,L,295.7,306.2,2270,14.6,149,Power Failure,74.5
610,M,295.6,306.1,1462,49.2,158,No Failure,52.666666666666664
611,M,295.6,306.1,1669,29.0,161,No Failure,53.666666666666664
612,M,295.5,306.1,1822,24.3,164,No Failure,54.666666666666664
613,L,295.5,306.0,1456,39.2,167,No Failure,83.5
614,L,295.5,306.0,1546,35.9,169,No Failure,84.5
615,L,295.5,306.0,1621,29.5,176,No Failure,88.0
616,M,295.4,305.9,1518,40.6,178,No Failure,59.333333333333336
617,M,295.4,305.8,1526,38.2,181,No Failure,60.333333333333336
618,M,295.3,305.8,1589,36.2,184,No Failure,61.333333333333336
619,M,295.3,305.7,1473,38.5,189,No Failure,63.0
620,M,295.5,305.9,1518,44.1,194,No Failure,64.66666666666667
621,H,295.5,305.9,1593,37.2,197,No Failure,39.4
622,M,295.5,305.9,1380,52.4,202,No Failure,67.33333333333333
623,M,295.5,306.0,1423,45.3,205,No Failure,68.33333333333333
624,L,295.5,306.0,1800,27.6,208,No Failure,104.0
625,L,295.6,306.1,1372,55.6,215,Overstrain Failure,107.5
626,L,295.6,306.0,1949,21.9,5,No Failure,2.5
627,L,295.6,306.0,1419,51.1,7,No Failure,3.5
628,L,295.5,305.9,1542,36.2,12,No Failure,6.0
629,L,295.6,306.0,1363,50.0,14,No Failure,7.0
630,L,295.5,306.0,1597,37.2,16,No Failure,8.0
631,M,295.5,306.0,1326,50.8,18,No Failure,6.0
632,L,295.6,306.2,1263,61.8,27,No Failure,13.5
633,L,295.6,306.2,1823,25.8,29,No Failure,14.5
634,L,295.5,306.1,1488,40.7,31,No Failure,15.5
635,L,295.6,306.2,1650,28.2,35,No Failure,17.5
636,M,295.7,306.3,1462,44.3,37,No Failure,12.333333333333334
637,M,295.6,306.2,1477,45.0,40,No Failure,13.333333333333334
638,M,295.7,306.3,1712,28.5,43,No Failure,14.333333333333334
639,M,295.7,306.3,1347,50.4,46,No Failure,15.333333333333334
640,L,295.6,306.2,1287,54.8,49,No Failure,24.5
641,M,295.6,306.3,1426,45.5,53,No Failure,17.666666666666668
642,L,295.6,306.2,1424,42.5,58,No Failure,29.0
643,H,295.6,306.3,1509,35.8,60,No Failure,12.0
644,L,295.5,306.1,1650,32.8,67,No Failure,33.5
645,H,295.6,306.2,1632,32.2,76,No Failure,15.2
646,M,295.7,306.4,1387,40.1,81,No Failure,27.0
647,L,295.8,306.5,1505,35.2,86,No Failure,43.0
648,L,295.8,306.5,1534,37.9,88,No Failure,44.0
649,L,295.8,306.5,1493,40.5,90,No Failure,45.0
650,M,295.8,306.6,1480,43.2,92,No Failure,30.666666666666668
651,L,295.8,306.6,1621,31.6,95,No Failure,47.5
652,L,295.7,306.5,1737,26.2,97,No Failure,48.5
653,L,295.8,306.6,1508,46.5,99,No Failure,49.5
654,M,295.8,306.5,1641,32.2,101,No Failure,33.666666666666664
655,M,295.9,306.6,1532,38.6,104,No Failure,34.666666666666664
656,L,295.9,306.6,1412,41.0,109,No Failure,54.5
657,L,295.8,306.5,1568,35.1,111,No Failure,55.5
658,L,295.9,306.6,1557,41.1,113,No Failure,56.5
659,L,296.0,306.6,1511,35.2,119,No Failure,59.5
660,M,296.0,306.6,1628,36.8,121,No Failure,40.333333333333336
661,M,296.2,306.8,1526,42.3,129,No Failure,43.0
662,L,296.2,306.8,1389,53.3,132,No Failure,66.0
663,L,296.1,306.7,1409,42.8,134,No Failure,67.0
664,L,296.2,306.8,1655,31.1,136,No Failure,68.0
665,L,296.2,306.9,1516,39.1,138,No Failure,69.0
666,L,296.2,306.9,1526,34.9,140,No Failure,70.0
667,L,296.3,307.1,1419,48.6,142,No Failure,71.0
668,L,296.4,307.2,1748,25.3,144,No Failure,72.0
669,M,296.3,307.1,1534,33.8,151,No Failure,50.333333333333336
670,M,296.1,307.0,1523,42.0,164,No Failure,54.666666666666664
671,M,296.1,307.1,1485,36.0,169,No Failure,56.333333333333336
672,M,296.2,307.2,1168,63.4,172,No Failure,57.333333333333336
673,M,296.3,307.2,1286,51.1,177,No Failure,59.0
674,M,296.4,307.2,2071,19.4,183,No Failure,61.0
675,L,296.3,307.1,1560,33.2,186,No Failure,93.0
676,L,296.3,307.1,1654,29.6,188,No Failure,94.0
677,L,296.3,307.1,1662,32.9,190,No Failure,95.0
678,L,296.2,307.1,1413,53.4,203,No Failure,101.5
679,M,296.2,307.2,1385,44.0,5,No Failure,1.6666666666666667
680,M,296.2,307.2,1552,34.8,8,No Failure,2.6666666666666665
681,M,296.2,307.3,1451,42.8,11,No Failure,3.6666666666666665
682,L,296.2,307.2,1356,43.6,22,No Failure,11.0
683,M,296.3,307.2,1319,68.3,24,Power Failure,8.0
684,L,296.3,307.3,1398,52.7,31,No Failure,15.5
685,L,296.3,307.3,1372,57.7,33,No Failure,16.5
686,M,296.3,307.2,1454,42.5,35,No Failure,11.666666666666666
687,L,296.2,307.2,1515,36.5,38,No Failure,19.0
688,L,296.2,307.3,1881,24.3,40,No Failure,20.0
689,M,296.3,307.4,1335,50.5,48,No Failure,16.0
690,L,296.3,307.4,1472,39.9,51,No Failure,25.5
691,M,296.2,307.3,1477,35.2,53,No Failure,17.666666666666668
692,L,296.4,307.5,1549,36.1,58,No Failure,29.0
693,L,296.3,307.4,1648,34.0,60,No Failure,30.0
694,H,296.4,307.5,1556,38.0,62,No Failure,12.4
695,M,296.3,307.4,1958,19.1,67,No Failure,22.333333333333332
696,L,296.4,307.4,1403,48.4,70,No Failure,35.0
697,M,296.4,307.5,1684,31.4,72,No Failure,24.0
698,H,296.4,307.5,1596,35.1,75,No Failure,15.0
699,L,296.6,307.6,1498,41.1,80,No Failure,40.0
700,L,296.7,307.7,1524,36.8,82,No Failure,41.0
701,L,296.7,307.7,1502,43.9,84,No Failure,42.0
702,L,296.5,307.6,1431,45.2,90,No Failure,45.0
703,L,296.5,307.6,1512,43.6,92,No Failure,46.0
704,H,296.4,307.5,1403,52.8,94,No Failure,18.8
705,L,296.4,307.5,1331,47.8,99,No Failure,49.5
706,M,296.6,307.7,1474,52.6,101,No Failure,33.666666666666664
707,L,296.5,307.6,1415,44.2,106,No Failure,53.0
708,L,296.6,307.7,1556,37.7,110,No Failure,55.0
709,L,296.7,307.7,1927,23.9,112,No Failure,56.0
710,M,296.7,307.7,1597,32.1,114,No Failure,38.0
711,L,296.8,307.8,1480,39.4,122,No Failure,61.0
712,L,296.8,307.8,1565,39.5,124,No Failure,62.0
713,M,296.7,307.9,1874,21.3,130,No Failure,43.333333333333336
714,H,296.7,307.9,1424,53.8,133,No Failure,26.6
715,L,296.7,307.9,1420,50.1,138,No Failure,69.0
716,L,296.8,307.9,1372,49.0,140,No Failure,70.0
717,L,296.8,307.9,1718,25.2,148,No Failure,74.0
718,L,296.9,307.8,1466,45.7,153,No Failure,76.5
719,L,296.8,307.8,1394,47.7,155,No Failure,77.5
720,M,296.9,307.8,1840,24.6,157,No Failure,52.333333333333336
721,M,296.9,307.8,1477,37.2,160,No Failure,53.333333333333336
722,M,297.0,307.9,1414,46.2,165,No Failure,55.0
723,L,297.0,307.8,1414,47.5,168,No Failure,84.0
724,L,297.0,307.9,1595,31.7,170,No Failure,85.0
725,L,296.9,307.7,1653,35.9,177,No Failure,88.5
726,H,296.9,307.7,1656,30.8,181,No Failure,36.2
727,L,297.0,307.8,1521,40.2,190,No Failure,95.0
728,H,297.1,307.9,1420,39.8,192,No Failure,38.4
729,L,297.0,307.8,1683,32.3,197,No Failure,98.5
730,L,297.0,307.8,1385,56.4,202,Overstrain Failure,101.0
731,M,296.9,307.8,1392,43.9,0,No Failure,0.0
732,M,296.9,307.7,2008,17.5,3,No Failure,1.0
733,L,297.0,307.7,1447,46.4,8,No Failure,4.0
734,M,296.9,307.6,1685,32.0,10,No Failure,3.3333333333333335
735,L,296.9,307.5,1354,44.4,16,No Failure,8.0
736,H,296.9,307.5,1397,48.3,22,No Failure,4.4
737,M,296.8,307.4,1472,43.9,30,No Failure,10.0
738,L,296.8,307.5,1347,54.8,43,No Failure,21.5
739,M,296.7,307.4,1540,38.7,45,No Failure,15.0
740,L,296.7,307.6,1540,38.6,53,No Failure,26.5
741,L,296.6,307.4,1504,45.8,58,No Failure,29.0
742,L,296.5,307.4,1292,52.5,62,No Failure,31.0
743,H,296.5,307.4,1432,49.2,64,No Failure,12.8
744,M,296.5,307.4,1350,55.6,69,No Failure,23.0
745,H,296.4,307.3,1540,37.4,75,No Failure,15.0
746,L,296.4,307.3,1487,37.5,83,No Failure,41.5
747,L,296.5,307.4,1523,40.7,85,No Failure,42.5
748,L,296.5,307.5,1340,59.1,89,No Failure,44.5
749,H,296.6,307.7,1654,31.0,91,No Failure,18.2
750,L,296.6,307.6,1459,40.2,96,No Failure,48.0
751,H,296.6,307.7,1386,62.3,100,Power Failure,20.0
752,M,296.7,307.8,1258,69.0,105,Power Failure,35.0
753,L,296.8,307.9,1706,30.8,111,No Failure,55.5
754,M,296.8,307.9,1843,25.2,116,No Failure,38.666666666666664
755,L,296.7,307.9,1690,29.6,119,No Failure,59.5
756,L,296.8,307.9,1413,46.5,121,No Failure,60.5
757,L,296.8,307.9,1489,33.4,123,No Failure,61.5
758,L,296.8,307.9,1271,61.4,125,No Failure,62.5
759,M,296.9,307.8,1426,50.7,130,No Failure,43.333333333333336
760,L,296.9,307.9,1535,39.2,133,No Failure,66.5
761,L,296.9,307.8,1653,29.7,137,No Failure,68.5
762,M,296.9,307.9,1385,44.8,144,No Failure,48.0
763,L,297.0,307.9,1635,31.6,147,No Failure,73.5
764,L,296.9,307.9,1423,43.9,149,No Failure,74.5
765,L,297.0,307.9,1479,39.2,151,No Failure,75.5
766,L,297.0,307.8,1553,33.3,155,No Failure,77.5
767,L,297.0,307.9,1529,42.2,157,No Failure,78.5
768,M,297.1,308.0,1690,25.6,159,No Failure,53.0
769,L,297.1,308.0,1348,58.0,162,No Failure,81.0
770,L,297.2,308.1,1446,38.5,164,No Failure,82.0
771,L,297.0,307.9,1350,47.7,168,No Failure,84.0
772,L,297.1,307.9,1507,38.3,170,No Failure,85.0
773,H,297.0,307.9,1448,45.6,172,No Failure,34.4
774,L,296.9,307.9,1626,29.9,177,No Failure,88.5
775,H,297.0,307.9,1846,27.3,179,No Failure,35.8
776,H,297.0,307.8,1404,40.7,184,No Failure,36.8
777,L,297.0,307.8,1583,37.2,189,No Failure,94.5
778,L,297.0,307.9,1436,47.7,191,No Failure,95.5
779,H,297.0,307.7,1834,23.8,195,No Failure,39.0
780,L,296.9,307.9,1367,47.1,204,No Failure,102.0
781,L,297.1,308.1,1754,30.3,206,No Failure,103.0
782,L,297.1,308.1,1487,34.6,208,No Failure,104.0
783,M,297.1,308.1,1506,37.7,210,No Failure,70.0
784,L,297.0,308.1,1362,52.5,213,Overstrain Failure,106.5
785,L,297.1,308.1,1584,36.8,215,No Failure,107.5
786,M,297.1,308.1,1823,24.3,219,No Failure,73.0
787,H,297.0,308.1,1517,41.4,222,No Failure,44.4
788,H,297.1,308.0,1559,38.8,229,No Failure,45.8
789,L,297.3,308.4,1441,43.4,14,No Failure,7.0
790,H,297.3,308.4,1531,35.6,16,No Failure,3.2
791,L,297.2,308.3,1379,52.1,21,No Failure,10.5
792,L,297.3,308.3,1410,48.1,23,No Failure,11.5
793,L,297.3,308.4,1513,40.5,25,No Failure,12.5
794,L,297.3,308.5,1497,47.5,27,No Failure,13.5
795,L,297.3,308.4,1491,46.5,29,No Failure,14.5
796,M,297.4,308.6,1522,38.0,33,No Failure,11.0
797,L,297.3,308.4,1339,52.1,36,No Failure,18.0
798,M,297.2,308.3,1431,43.7,46,No Failure,15.333333333333334
799,M,297.0,308.1,1507,43.1,51,No Failure,17.0
800,M,297.0,308.0,1408,47.9,54,No Failure,18.0
801,M,297.0,307.9,1493,34.7,57,No Failure,19.0
802,M,296.9,307.9,1441,47.6,60,No Failure,20.0
803,H,296.9,307.9,1557,36.5,63,No Failure,12.6
804,M,296.9,308.0,1430,55.9,71,No Failure,23.666666666666668
805,L,296.9,308.0,1658,41.0,74,No Failure,37.0
806,H,296.9,308.0,1318,53.5,88,No Failure,17.6
807,M,297.0,308.1,1573,34.9,93,No Failure,31.0
808,H,297.0,308.1,2540,13.3,98,No Failure,19.6
809,L,297.0,308.1,1537,39.0,103,No Failure,51.5
810,H,296.9,308.0,1416,46.9,105,No Failure,21.0
811,L,296.9,307.9,1359,56.5,110,No Failure,55.0
812,M,296.8,307.8,1551,38.9,112,No Failure,37.333333333333336
813,M,296.8,307.8,1694,33.0,115,No Failure,38.333333333333336
814,L,296.8,307.9,1709,28.4,118,No Failure,59.0
815,L,296.9,308.0,1514,41.0,120,No Failure,60.0
816,L,297.0,308.2,1577,29.4,130,No Failure,65.0
817,M,297.0,308.3,1399,46.4,132,Random Failures,44.0
818,L,297.0,308.3,1492,48.1,137,No Failure,68.5
819,H,297.1,308.3,1492,41.5,141,No Failure,28.2
820,L,297.1,308.4,1488,42.5,146,No Failure,73.0
821,L,297.1,308.4,1422,42.1,148,No Failure,74.0
822,M,297.1,308.4,1583,38.2,150,No Failure,50.0
823,L,297.1,308.4,1304,53.5,153,No Failure,76.5
824,M,297.2,308.5,1604,40.7,158,No Failure,52.666666666666664
825,M,297.2,308.5,1364,55.6,163,No Failure,54.333333333333336
826,H,297.1,308.4,1654,31.4,171,No Failure,34.2
827,H,297.1,308.4,1359,46.6,176,No Failure,35.2
828,M,297.1,308.4,1615,32.6,184,No Failure,61.333333333333336
829,H,297.2,308.5,1482,39.3,187,No Failure,37.4
830,L,297.2,308.6,1636,31.3,192,No Failure,96.0
831,M,297.1,308.5,1621,32.4,194,No Failure,64.66666666666667
832,L,297.1,308.4,1468,44.4,197,No Failure,98.5
833,M,297.1,308.4,1432,53.4,199,No Failure,66.33333333333333
834,H,297.2,308.5,1653,33.3,207,No Failure,41.4
835,L,297.2,308.6,1489,40.2,214,No Failure,107.0
836,L,297.3,308.7,1467,36.8,216,No Failure,108.0
837,L,297.5,308.8,1533,41.5,223,No Failure,111.5
838,L,297.5,308.8,1309,57.3,0,No Failure,0.0
839,M,297.5,308.9,1535,37.7,12,No Failure,4.0
840,M,297.5,308.9,1280,48.5,19,No Failure,6.333333333333333
841,L,297.6,309.0,1528,33.8,22,No Failure,11.0
842,H,297.6,309.0,1885,25.2,24,No Failure,4.8
843,H,297.8,309.2,1648,33.0,29,No Failure,5.8
844,L,297.8,309.2,1400,56.9,34,No Failure,17.0
845,L,297.9,309.4,1558,35.7,39,No Failure,19.5
846,M,298.1,309.6,1549,38.7,43,No Failure,14.333333333333334
847,L,298.1,309.5,1467,41.8,48,No Failure,24.0
848,M,298.0,309.4,1276,65.9,50,No Failure,16.666666666666668
849,H,298.0,309.4,1562,38.1,58,No Failure,11.6
850,L,298.1,309.4,1397,48.2,63,No Failure,31.5
851,M,298.1,309.4,1362,47.6,70,No Failure,23.333333333333332
852,M,298.2,309.4,1693,34.4,73,No Failure,24.333333333333332
853,M,298.3,309.6,1531,40.1,81,No Failure,27.0
854,H,298.3,309.5,1521,37.1,84,No Failure,16.8
855,H,298.3,309.5,1427,54.3,89,No Failure,17.8
856,L,298.3,309.4,1546,36.1,94,No Failure,47.0
857,L,298.3,309.4,1356,45.4,96,No Failure,48.0
858,M,298.5,309.6,1492,41.7,100,No Failure,33.333333333333336
859,L,298.5,309.6,1582,40.3,103,No Failure,51.5
860,M,298.5,309.6,1441,48.2,107,No Failure,35.666666666666664
861,M,298.6,309.7,1635,32.2,110,No Failure,36.666666666666664
862,L,298.6,309.7,1429,45.8,113,No Failure,56.5
863,M,298.6,309.7,1675,28.4,115,No Failure,38.333333333333336
864,M,298.7,309.7,1868,23.8,118,No Failure,39.333333333333336
865,H,298.7,309.8,1582,33.4,121,No Failure,24.2
866,L,298.7,309.8,1402,54.3,128,No Failure,64.0
867,L,298.7,309.9,1621,34.1,130,No Failure,65.0
868,M,298.7,309.9,1458,40.2,137,No Failure,45.666666666666664
869,L,298.7,309.8,1322,57.0,140,No Failure,70.0
870,L,298.7,309.9,1483,32.8,142,No Failure,71.0
871,L,298.7,309.9,1593,42.5,146,No Failure,73.0
872,L,298.8,310.0,2098,19.6,148,No Failure,74.0
873,L,298.8,310.0,1423,42.1,154,No Failure,77.0
874,L,298.9,310.1,1750,25.0,156,No Failure,78.0
875,L,298.9,310.2,1498,50.2,160,No Failure,80.0
876,L,298.9,310.1,1587,30.2,162,No Failure,81.0
877,L,298.9,310.1,1473,42.6,164,No Failure,82.0
878,L,298.9,310.2,1359,56.9,166,No Failure,83.0
879,M,299.0,310.3,1635,34.5,168,No Failure,56.0
880,L,299.0,310.3,1520,45.0,171,No Failure,85.5
881,M,299.0,310.3,1582,33.3,177,No Failure,59.0
882,L,299.0,310.3,1929,24.4,180,No Failure,90.0
883,L,298.9,310.2,1362,53.0,185,No Failure,92.5
884,H,298.9,310.1,1452,49.9,187,No Failure,37.4
885,L,298.9,310.1,1361,51.7,192,No Failure,96.0
886,M,298.8,310.1,1243,74.5,194,Power Failure,64.66666666666667
887,L,298.9,310.2,1411,46.5,202,No Failure,101.0
888,M,298.8,310.1,1719,28.8,206,No Failure,68.66666666666667
889,L,298.9,310.2,1696,30.2,214,No Failure,107.0
890,H,298.9,310.2,1771,26.8,216,No Failure,43.2
891,M,299.0,310.3,1558,35.4,223,No Failure,74.33333333333333
892,L,298.9,310.3,1583,32.6,230,No Failure,115.0
893,H,298.7,310.2,1613,36.0,0,No Failure,0.0
894,L,298.6,310.1,1721,27.2,5,No Failure,2.5
895,M,298.6,310.2,1668,31.5,7,No Failure,2.3333333333333335
